source_site,product_url,image_url,brand,variant_id,product_id,price_egp,original_price_egp,in_stock,is_best_seller,is_new_arrival,seller_name,category_l3,model,storage_gb,ram_gb,network,sim_config,color
btech,https://btech.com/en/p/c2298915-02d9-498a-8bab-0a5700dc9be2,e/b/1/b/eb1b7669972d705cb0bb8884b42f0484f1fc6fe4_Designer__7_.png,Oppo,c2298915-02d9-498a-8bab-0a5700dc9be2,b9e9832d-7807-4d71-8f29-864bdd457b26,43000.0,43000.0,True,False,False,King phone ,Smart Phones,Oppo Reno 15,512.0,12.0,5G,Dual-SIM,Twilight Blue
btech,https://btech.com/en/p/vivo-v50-256gb-12gb-5g-dual-sim-blue,9/b/5/f/9b5f761ffc998d444a2d66201ac6244d4be4a455_11.png,Vivo,9ba4c23b-6720-4dca-b06d-27506fb20042,26250aac-c2d2-4d05-9a84-5f86d5569900,27552.0,27552.0,True,False,False,yalla-tager,Smart Phones,Vivo V50,256.0,12.0,5G,Dual-SIM,Starry Blue
btech,https://btech.com/en/p/0266eb21-2174-49d4-8e92-969ba3228fe6,1/3/e/e/13ee1283733db2eed712322057dc149ad2d36fb4_imgi_279_b8c720d6_5575_4651_be97_80aff2323f8e.jpg,Itel,0266eb21-2174-49d4-8e92-969ba3228fe6,ff7449b3-09d7-4541-aabb-6bafc07b4c92,6432.0,6432.0,True,False,False,alanwar,Smart Phones,Itel A100C,128.0,3.0,4G,Dual-SIM,Titanium Gold
btech,https://btech.com/en/p/c2e0d1fc-2973-40f1-b72e-0f3648db476c,c/9/5/4/c9549288da55269dbeb50c9e44f5de208b20e477_iPhone_16_Teal_PDP_Image_Position_1__en_ME.jpg,Apple,c2e0d1fc-2973-40f1-b72e-0f3648db476c,dd946752-d0dd-4a45-84a0-739407a4ea7d,118376.0,118376.0,True,False,False, Salem Group ,Smart Phones,Apple iPhone 16,256.0,8.0,5G,Single SIM,Teal
btech,https://btech.com/en/p/8687b41c-34a9-4f59-8abf-77cbcef30437,5/b/c/1/5bc152225821ebfe2a56dcd4d52ade51246db526_iPhone_16_Pink_PDP_Image_Position_1__en_ME.jpg,Apple,8687b41c-34a9-4f59-8abf-77cbcef30437,dd946752-d0dd-4a45-84a0-739407a4ea7d,118376.0,118376.0,True,False,False, Salem Group ,Smart Phones,Apple iPhone 16,256.0,8.0,5G,Single SIM,Pink
btech,https://btech.com/en/p/518affd3-5831-477d-a802-ba04cd4588b6,7/5/b/f/75bfec5439b780701a33f0d2da696d3710898e9d_71dxfzle_ol._ac_sx679_.jpg,Itel,518affd3-5831-477d-a802-ba04cd4588b6,8c4b4da6-0d06-401d-af52-0b40000b7ddc,6705.0,6705.0,True,False,False,yalla-tager,Smart Phones,Itel S23,128.0,4.0,4G LTE,Dual-SIM,Mystery White
btech,https://btech.com/en/p/ecc346b5-66bd-467d-b57b-ff89449553a3,f/2/8/b/f28bddb1e858d1d3031c717732cd176a51609e48_0720fb85df3730387c76a1625180d60d92a60c207d794c16ecb66bfa9223da8c.jpg,Oppo,ecc346b5-66bd-467d-b57b-ff89449553a3,55c5bf5d-1963-454a-bbae-741a7680a123,10923.0,10923.0,True,False,False,yalla-tager,Smart Phones,Oppo A96,256.0,8.0,4G LTE,Dual-SIM,Sunset Blue
btech,https://btech.com/en/p/b9a51543-bff9-4c1c-8b53-9ea3749595c3,b/8/3/c/b83cc3e115979c94c080ce3a7a8081f5c4a24353_imgi_93_S26_White_4_ovub_l1.jpg,Samsung,b9a51543-bff9-4c1c-8b53-9ea3749595c3,f2eaf769-8153-4e04-8687-5dac96d263e5,59000.0,59000.0,True,False,False,B.TECH,Smart Phones,Samsung Galaxy S26 Plus,256.0,12.0,5G,Dual-SIM,White
btech,https://btech.com/en/p/34499382-1bfa-45dd-bed4-2e8cfd4456d3,f/a/b/e/fabe6720a9cf46b513360e082101cd24b00ca719_imgi_93_S26_White_4_ovub_l1.jpg,Samsung,34499382-1bfa-45dd-bed4-2e8cfd4456d3,aae6fdcb-bb27-4724-84a7-0c2cf10c5b22,49500.0,49500.0,True,False,False,B.TECH,Smart Phones,Samsung Galaxy S26,256.0,12.0,5G,Dual-SIM,White
btech,https://btech.com/en/p/7b827cea-7de4-4b84-b804-5d01c53328cd,1/e/2/e/1e2e61f26979e66e4e3f528f07801ee8a1b38943_iPhone_16_Black_PDP_Image_Position_1__en_ME.jpg,Apple,7b827cea-7de4-4b84-b804-5d01c53328cd,dd946752-d0dd-4a45-84a0-739407a4ea7d,103579.0,103579.0,True,False,False, Salem Group ,Smart Phones,Apple iPhone 16,256.0,8.0,5G,Single SIM,Black
btech,https://btech.com/en/p/ab5c227b-fec5-4091-a1fc-21e4096a4779,3/c/6/c/3c6c624fcec4f66930cf561b080be0fb30fcebb3_iPhone_16_Ultramarine_PDP_Image_Position_1__en_ME.jpg,Apple,ab5c227b-fec5-4091-a1fc-21e4096a4779,dd946752-d0dd-4a45-84a0-739407a4ea7d,118376.0,118376.0,True,False,False, Salem Group ,Smart Phones,Apple iPhone 16,256.0,8.0,5G,Single SIM,Ultramarine
btech,https://btech.com/en/p/749d2567-0c6e-4da9-afec-eaf59d1bf6bd,6/3/2/e/632e84775cbfe4c9b609b23254493e3285cf1a35_redmi_10_c_ocean_blue_05_u1rpe6vqqb8exvba.jpg,Xiaomi,749d2567-0c6e-4da9-afec-eaf59d1bf6bd,fa4d83f5-0e8e-458b-875c-2d5e117ce9cc,6372.0,6372.0,True,False,False,yalla-tager,Smart Phones,Xiaomi Redmi 10C,128.0,4.0,4G LTE,Dual-SIM,Blue
btech,https://btech.com/en/p/2bef8ae1-4cf1-4699-a535-17ef5c67e659,f/1/c/9/f1c91d6f23de6157ebb715095ad1a13e25209e47_81Z4i0L7dgL._AC_SL1500_.jpg,Samsung,2bef8ae1-4cf1-4699-a535-17ef5c67e659,8004a48d-78b3-4ea0-b41e-fe7acf2c7f69,6483.0,6483.0,True,False,False,yalla-tager,Smart Phones,Samsung Galaxy A04s - Local Version,64.0,4.0,4G LTE,Dual-SIM,White
btech,https://btech.com/en/p/f2052d98-09a8-4348-b1be-2d4f217bb1fe,8/2/b/4/82b4a389e0ec54d8d3b7e7f17258c33f2c2e9c0b_image__4__removebg_preview_7_67.jpg,Oppo,f2052d98-09a8-4348-b1be-2d4f217bb1fe,07238088-d6db-41ba-8e71-b9cfa708c981,19270.0,19270.0,True,False,False,yalla-tager,Smart Phones,Oppo A5i Pro,256.0,8.0,5G,Dual-SIM,Midnight Purple
btech,https://btech.com/en/p/apple-iphone-15-plus-128gb-6gb-single-sim-5g-black,7/8/d/9/78d95386f0e6a2a854229835cd94ee6f25e033e9_47730775483_1__3.jpg,Apple,45aac14b-0232-4ca9-9834-d993a35537f0,f4873e52-8768-4c38-9105-3631f0eed14c,63000.0,63000.0,True,False,False,4gstores,Smart Phones,Apple iPhone 15 Plus,128.0,6.0,5G,Single SIM,Black
btech,https://btech.com/en/p/10298acb-c13d-489b-a8c3-3a5797d76e5b,c/0/e/5/c0e5ff5210b78f520ad0fad9bf4df583ea04493d_Untitled_design.jpg,Oppo,10298acb-c13d-489b-a8c3-3a5797d76e5b,8added53-bd02-4637-92a0-35a5d56ccbac,32000.0,32000.0,True,False,False,King phone ,Smart Phones,Oppo Reno 15 F,256.0,12.0,5G,Dual-SIM,Aurora Blue
btech,https://btech.com/en/p/ce6aed91-e23d-4ff9-af8c-0a69821b8532,8/e/f/7/8ef76ff8ec261ead3f8b9bf556a904a157aa76fd_imgi_279_b8c720d6_5575_4651_be97_80aff2323f8e.jpg,Itel,ce6aed91-e23d-4ff9-af8c-0a69821b8532,ff7449b3-09d7-4541-aabb-6bafc07b4c92,5373.0,5373.0,True,False,False,yalla-tager,Smart Phones,Itel A100C,64.0,2.0,4G,Dual-SIM,Titanium Gold
btech,https://btech.com/en/p/64c0369f-0eb2-4c9a-9bd5-84bf1c19858e,5/a/c/d/5acd2656ab5e06cd429e1ca89817efb6c81698ee_imgi_222_209a8130_60db_41ac_8c85_5f8179b6eee0.jpg,Itel,64c0369f-0eb2-4c9a-9bd5-84bf1c19858e,323510c5-8d2a-4798-98d3-94c0cc030398,7204.0,7204.0,True,False,False,yalla-tager,Smart Phones,Itel A90,256.0,4.0,4G,Dual-SIM,Starlit Black
btech,https://btech.com/en/p/3afcda00-6efa-4bcb-90a7-8127983a9b80,3/3/9/f/339fb41e8663a3a529c2e05d09522edb7d5c5dfa_imgi_251_209a8130_60db_41ac_8c85_5f8179b6eee0.jpg,Itel,3afcda00-6efa-4bcb-90a7-8127983a9b80,323510c5-8d2a-4798-98d3-94c0cc030398,6594.0,6594.0,True,False,False,yalla-tager,Smart Phones,Itel A90,128.0,3.0,4G,Dual-SIM,Starlit Black
btech,https://btech.com/en/p/apple-iphone-16-256gb-5g-white,8/8/4/e/884ee4cf8d6ae294fb19fdea907ae87bc5dbf146_iPhone_16_White_PDP_Image_Position_1__en_ME.jpg,Apple,fff0b488-010f-4aea-9eac-31fa06e4083d,dd946752-d0dd-4a45-84a0-739407a4ea7d,103579.0,103579.0,True,False,False, Salem Group ,Smart Phones,Apple iPhone 16,256.0,8.0,5G,Single SIM,White
btech,https://btech.com/en/p/apple-iphone-14-128gb-6gb-4g-lte-midnight-without-warranty,a/1/6/3/a16343e385d2656e27b0dea48ba2c2d1c2b3e611_iPhone_14_Midnight_PDP_Image_Position_1_EN.jpg,Apple,ab7dec5d-ed31-4b38-b2f7-f3c8ae3e1f78,eb985122-1818-409a-b72d-172d506285e4,58200.0,58200.0,True,False,False,4gstores,Smart Phones,Apple iPhone 14,128.0,6.0,5G,Single SIM,Midnight
btech,https://btech.com/en/p/a8e88ab1-e0eb-40a1-9af5-c2832f3167a4,5/b/0/5/5b05261e2c0af61d5beef8fea5e8401d6963187f_f3ccb222_d2ba_4634_a5f6_91cd0b50675c.jpg,Honor,a8e88ab1-e0eb-40a1-9af5-c2832f3167a4,c7b6a8cc-8fb8-451a-9cef-b7bd286553a7,8500.0,8500.0,True,False,False,VOOC,Smart Phones,Honor X5C,128.0,4.0,,,Tidal Blue
btech,https://btech.com/en/p/b7958909-e09e-4f02-9d30-3ac8f5510022,a/2/c/e/a2ce0e8d371bf10769a3950670a7cd965549bd00_xiaomi_redmi_a5_green_1_1_1.jpg,Xiaomi,b7958909-e09e-4f02-9d30-3ac8f5510022,ef7a2e8e-d568-4627-858d-ea338c0c4aeb,7622.0,7622.0,True,False,False,Elhashim Store,Smart Phones,Xiaomi Redmi A5,64.0,4.0,4G LTE,Dual-SIM,Lake Green
btech,https://btech.com/en/p/282a6175-cfeb-4516-96b6-b60610e562db,2/7/1/2/271287ac5b641d210448ba66c2934b5e32c8f1be_hmd_barbie.jpg,HMD,282a6175-cfeb-4516-96b6-b60610e562db,4012b5a1-1776-41fa-9eca-8476f79158b3,9999.0,9999.0,True,False,False,Dragon Store,Smart Phones,HMD Barbie,,,,,Pink
btech,https://btech.com/en/p/d7df1fb3-a76a-49d7-ada2-078b48df1226,c/1/6/1/c1614b42dbe2791a402abc62dd2f4e6628c367c6_iphone_16_storage_select_202409_6_7inch_white.jpg,Apple,d7df1fb3-a76a-49d7-ada2-078b48df1226,aded1c0e-0d78-4f91-8b0b-083f61fba3af,69999.0,69999.0,True,False,False,vxstore,Smart Phones,Apple iPhone 16 Plus,128.0,8.0,5G,Single SIM,White
btech,https://btech.com/en/p/apple-iphone-16-plus-128gb-5g-pink,3/f/e/d/3fed5648a16097903c912d83087d43ca1f42716e_iPhone_16_Plus_Pink_PDP_Image_Position_1__en_ME.jpg,Apple,5b1be2c8-6afe-4732-a1aa-5a49b1d13692,aded1c0e-0d78-4f91-8b0b-083f61fba3af,118376.0,118376.0,True,False,False, Salem Group ,Smart Phones,Apple iPhone 16 Plus,128.0,8.0,5G,Single SIM,Pink
btech,https://btech.com/en/p/93c1b4a5-ab42-4b9f-9c05-79ecdbca6489,f/c/1/9/fc1933f4bd3fff866e6344d8984aba8f01d6bc9f_imgi_47_S26_Skyblue4.jpg,Samsung,93c1b4a5-ab42-4b9f-9c05-79ecdbca6489,f2eaf769-8153-4e04-8687-5dac96d263e5,59000.0,59000.0,True,False,False,B.TECH,Smart Phones,Samsung Galaxy S26 Plus,256.0,12.0,5G,Dual-SIM,Sky Blue
btech,https://btech.com/en/p/bbd71c3d-d436-4124-ae6d-6796127c2a2c,5/f/8/4/5f840cd3b3083ec24b71b03625f8ac52a5bb8ae4_5966e7a92840_ylxhanuxzpc3mrpe.jpg,Honor,bbd71c3d-d436-4124-ae6d-6796127c2a2c,c7b6a8cc-8fb8-451a-9cef-b7bd286553a7,8500.0,8500.0,True,False,False,VOOC,Smart Phones,Honor X5C,128.0,4.0,,,Midnight Black
btech,https://btech.com/en/p/89807cf7-88cf-4060-a524-4cd81c1fb300,b/2/8/4/b2841795bac26a4469351d464f52e8b04e0c0fc3_imgi_97_Realme_C85_Pro_Dual_Sim_256GB_8GB_Ram4G_6833_1.jpg,Realme,89807cf7-88cf-4060-a524-4cd81c1fb300,e0190e39-7bc0-413d-953d-50155f432b3a,14500.0,14500.0,True,False,False,VOOC,Smart Phones,Realme C85 Pro,128.0,8.0,4G LTE,Dual-SIM,Parrot Purple
btech,https://btech.com/en/p/3accf87d-4274-4099-889a-e7fb2263c727,1/5/c/e/15ceb83d8cd90ac9a77d603342d596fd655cb115_hmd_arc_black.jpg,HMD,3accf87d-4274-4099-889a-e7fb2263c727,8075c01e-dd35-426f-b95c-934be36b3377,9999.0,9999.0,True,False,False,Dragon Store,Smart Phones,HMD Arc,64.0,4.0,,,Shadow Black
btech,https://btech.com/en/p/f8958c24-32fa-48dd-917b-ab74ad469e04,4/9/6/1/4961150e94814cfb90970fc06c0a90ab0ade0426_iPhone_17_Pro_Max_Cosmic_Orange_PDP_Image_Position_1__en_ME.jpg,Apple,f8958c24-32fa-48dd-917b-ab74ad469e04,1e35412b-c249-4e26-a13c-88ca48061af0,138750.0,138750.0,True,False,False,VOOC,Re-furbished Mobiles,Apple iPhone 17 Pro Max,256.0,12.0,5G,Single SIM,Cosmic Orange
btech,https://btech.com/en/p/f5917cd8-1994-4a99-b431-150c2a3ced13,e/1/8/4/e1842ec76f7e92ba964a61c186e175f0b3335a36_iPhone_17_Pro_Max_Deep_Blue_PDP_Image_Position_1__en_ME.jpg,Apple,f5917cd8-1994-4a99-b431-150c2a3ced13,1e35412b-c249-4e26-a13c-88ca48061af0,138777.0,138777.0,True,False,False,VOOC,Re-furbished Mobiles,Apple iPhone 17 Pro Max,256.0,12.0,5G,Single SIM,Deep Blue
btech,https://btech.com/en/p/adb20c52-d06a-49df-812d-54e4af9e16e1,e/d/d/5/edd51621bf490bae313594ac6bff2752a82740a8_iPhone_17_Pro_Max_Silver_PDP_Image_Position_1__en_ME.jpg,Apple,adb20c52-d06a-49df-812d-54e4af9e16e1,1e35412b-c249-4e26-a13c-88ca48061af0,138777.0,138777.0,True,False,False,VOOC,Re-furbished Mobiles,Apple iPhone 17 Pro Max,256.0,12.0,5G,Single SIM,Silver
btech,https://btech.com/en/p/cd6e00e8-a8e5-4a1f-b41a-8800255a726f,f/f/d/c/ffdc965b5e6aa585bb4b3fdf337c1ad456534308_0b55110c_cff2_4fcf_affa_187b4ffb26ea.jpg,Huawei,cd6e00e8-a8e5-4a1f-b41a-8800255a726f,7075da33-17a2-43f9-b4e2-fcf91020f9df,21998.0,21998.0,True,False,True,vxstore,Smart Phones,Huawei nova 15 Max,256.0,8.0,4G,Dual-SIM,Blush Gold
btech,https://btech.com/en/p/810b1fcf-2b17-4f6b-a268-97d65cacd4e7,5/6/4/9/5649bcdf8cbfa3dbc1ad8896d7e3d8f1d35a50d6_xiaomi_redmi_note_15_pro_5g_8gb_256gb_6_83_amoled_6500mah_marron_moca.jpg,Xiaomi,810b1fcf-2b17-4f6b-a268-97d65cacd4e7,f362db7c-141e-48e4-b121-ac3b35a0c5c2,27699.0,27699.0,True,False,False,B.TECH,Smart Phones,Xiaomi Redmi Note 15 Pro Plus,256.0,12.0,5G,Dual-SIM,Mocha Brown
btech,https://btech.com/en/p/32a6f799-c5a9-4fcb-86ce-bc2f595f0fd2,d/8/a/8/d8a8a40b293fd9ed65542c20f02edd194d61f698_blue__1_.jpg,Itel,32a6f799-c5a9-4fcb-86ce-bc2f595f0fd2,236f2df7-baa0-4fe8-9979-89c7e4b8d808,5151.0,5151.0,True,False,True,yalla-tager,Smart Phones,Itel A50,64.0,3.0,4G,Dual-SIM,Cyan Blue
btech,https://btech.com/en/p/13450acb-756a-44dc-8a13-173d45d15d37,7/f/9/e/7f9ece34b67c0d56563ad13546974ae58df4974d_imgi_47_Xiaomi_17T_Dual_Sim_____256GB_12GB_Ram_5G_Black.jpg,Xiaomi,13450acb-756a-44dc-8a13-173d45d15d37,8fead856-2c83-4537-9611-7165a4e47edb,37999.0,37999.0,True,False,True,B.TECH,Smart Phones,Xiaomi 17T,512.0,12.0,5G,Dual-SIM,Black
btech,https://btech.com/en/p/92c92fcf-b535-45d0-b0eb-4c227d067dee,4/1/a/8/41a8aeb6e298c8ec13f192541669f669df4051a9_iPhone_15_Black_PDP_Image_Position_1__en_ME_copy.jpg,Apple,92c92fcf-b535-45d0-b0eb-4c227d067dee,f5f01a9f-34a3-4828-add2-6751eb5084f2,52999.0,52999.0,True,False,False,vxstore,Smart Phones,Apple iPhone 15,128.0,6.0,5G,Single SIM,Black
btech,https://btech.com/en/p/56f7b6a3-8e43-467d-8973-d585d3c9e702,b/2/e/b/b2eb1786ccb69ca267c153f606dbd83831e49aa0_oppo_reno_15f_bluef.1_1.jpg,Oppo,56f7b6a3-8e43-467d-8973-d585d3c9e702,f629eadd-2758-4026-a935-f1f3ffa13e1e,23999.0,23999.0,True,False,False,Elhashim Store,Smart Phones,Oppo Reno 15F,256.0,8.0,5G,Dual-SIM,Aurora Blue
btech,https://btech.com/en/p/48a3755a-c980-4fe5-b201-4509b1f77662,5/a/9/6/5a96e8469c1a15698cfb31b98287765c4493d391_New_Project.jpg,Oppo,48a3755a-c980-4fe5-b201-4509b1f77662,97837f6b-0d4b-4979-bda7-84525282646f,12550.0,12550.0,True,False,True,vxstore,Smart Phones,Oppo A6t,128.0,6.0,5G,Dual-SIM,Crystal Blue
btech,https://btech.com/en/p/923f0a92-53f3-4529-9929-0acc514ce636,6/c/1/2/6c120af0839a8cbe9ca991be4441373fcbc61030_d6a6a37a472d0e4eae2958d4c064a41145389e040e7bbcdf17e20aa8f1caf32a_1.jpeg,Samsung,923f0a92-53f3-4529-9929-0acc514ce636,f0d6ef3c-8e89-40a3-a374-8aad74a2e0c3,22245.0,22245.0,True,False,False,K&M The Future Makers,Smart Phones,Samsung Galaxy A56,128.0,8.0,5G,Dual-SIM,Light Grey
btech,https://btech.com/en/p/oppo-a78-128gb-8gb-ram-dual-sim-4g-lte-black,6/f/7/4/6f749e0c5fea9d1dd30caa172de734ae1f47d316_0271849684ef4ac69fe46d114eb2deebd249116cc66288480eb9f359ac0aabb0.jpeg,Oppo,b42c2259-f1f6-4261-9fc7-330ebb2c6a90,337085ee-4b54-4d08-bb52-c54f7c0ec4c5,12810.0,12810.0,True,False,False,yalla-tager,Smart Phones,Oppo A78,128.0,8.0,4G LTE,Dual-SIM,Black
btech,https://btech.com/en/p/097451bb-6fc7-4ce5-9646-914e43b7fc50,0/9/0/3/0903093ba00bd0bb18ef2b4a1aeb9eddcd6d182f_upscalemedia_transformed.jpg,Oppo,097451bb-6fc7-4ce5-9646-914e43b7fc50,97837f6b-0d4b-4979-bda7-84525282646f,12550.0,12550.0,True,False,True,vxstore,Smart Phones,Oppo A6t,128.0,6.0,5G,Dual-SIM,Crystal Violet
btech,https://btech.com/en/p/samsung-galaxy-a16-128gb-4gb-4g-lte-dual-sim-light-green-local,f/8/a/e/f8ae81b12c5817eee4cd90022b0f85001be3fec1_2cc3b53895188d2cb20512d24d134d642c5a7e3644f88848d0f6f6f2c8e60ec0.jpeg,Samsung,f719c507-58b2-4ee4-b561-6f2b5d47f92b,94243c97-2360-48d6-848d-14f52d1f904c,8702.0,8702.0,True,False,False,K&M The Future Makers,Smart Phones,Samsung Galaxy A16,128.0,4.0,4G LTE,Dual-SIM,Green
btech,https://btech.com/en/p/25bd9458-494b-40a1-b4bb-6ed2fc992ee2,7/e/2/2/7e22490f959e9f6fe1159d4c9a7eadcfdc4ab420_1.jpeg,Honor,25bd9458-494b-40a1-b4bb-6ed2fc992ee2,3dd66f32-3673-4903-b0f9-db1249b27f11,38775.0,38775.0,True,False,False,B.TECH,Smart Phones,Honor 400 Pro,512.0,12.0,5G,Dual-SIM,Midnight Black
btech,https://btech.com/en/p/a07738c5-d858-4d82-b035-a5c4800bdcd9,9/2/7/f/927f4cc5283a1c251afda0866bfd92c2e9fd0be5_huawei_nova_13__green_1.jpg,Huawei,a07738c5-d858-4d82-b035-a5c4800bdcd9,5d1207af-75ed-420b-85c5-2f89e796f5f9,19799.0,19799.0,True,False,False,B.TECH,Smart Phones,Huawei Nova 13,256.0,12.0,,,Green
btech,https://btech.com/en/p/9bde035e-95bc-4c18-8890-c97b373859b8,2/5/9/5/259572707b2b4ee42247f8cc54b641ef11ba855f_1227b56c_e97b_4162_8094_13d3ae902644_Thumb.jpg,Honor,9bde035e-95bc-4c18-8890-c97b373859b8,6ba47a08-9d63-4dc4-a620-4294de370843,21650.0,21650.0,True,False,False,drmobile,Smart Phones,Honor 600 Lite,256.0,8.0,5G,Dual-SIM,Desert Gold
btech,https://btech.com/en/p/2b9d7133-f76a-459d-9560-bd328bb99c2d,5/4/8/3/54835d90b16df361b0c5f86bb313d10b836dfa53_F6GLc1tSSL530GE_removebg_preview.png,Infinix,2b9d7133-f76a-459d-9560-bd328bb99c2d,785ad16b-2b22-4ed2-bc15-c8deb9f05708,23933.0,23933.0,True,False,False,Elhashim Store,Smart Phones,Infinix GT 30 Pro,512.0,12.0,5G,Dual-SIM,shadow ash
btech,https://btech.com/en/p/01ec4d3a-69f1-48d4-8678-88d454f0f62b,1/2/9/3/12935f181c81a20c8f910cae5ec449314e38fa94_CM5_G_removebg_preview.jpg,Tecno,01ec4d3a-69f1-48d4-8678-88d454f0f62b,82cdf108-e03e-4805-be84-2ea1b73246af,12550.0,12550.0,True,False,False,888mobilestore,Smart Phones,Tecno Camon 40,256.0,8.0,4G,Dual-SIM,Emerald Lake Green
btech,https://btech.com/en/p/baf14e50-e0dc-4a7f-bdcf-7c2da59a249a,6/5/5/2/65522266b2ea50c7c4be6432118fc6433de3a2b1_29.jpg,Tecno,baf14e50-e0dc-4a7f-bdcf-7c2da59a249a,7e3fbc42-56f9-43be-a7f0-6d1b9b87f02d,12888.0,12888.0,True,False,False,ISM Mobile Shop,Smart Phones,Tecno Spark Slim,256.0,8.0,4G,Dual-SIM,Slim White
btech,https://btech.com/en/p/a95958d5-ef9c-44af-9c43-8007f4e3c326,e/3/3/0/e330214055cb9cbd0b70cbbf8a696535c4494940_imgi_96_a368a0eb150d_1ei1abuwjpgdenl6.jpg,Honor,a95958d5-ef9c-44af-9c43-8007f4e3c326,caa29346-aec1-434b-a090-eba01420fe67,22120.0,22120.0,True,False,False,B.TECH,Smart Phones,Honor 600 Lite,256.0,8.0,5G,Dual-SIM,Velvet Black
btech,https://btech.com/en/p/realme-p1-pro-256gb-12gb-5g-dual-sim-phoenix-red,8/4/6/b/846bae82beff66480b0f12194e1bfcc9aa4fb6ce_49cb2aa84d222c26273aa874e46f4289cde4641570e151bcba1600afc07393b1.jpeg,Realme,3a1292a4-6b7a-4c5f-9f19-0d741e9a3c6a,132ab94f-06d7-4e4a-bd5e-7565a2290bea,16499.0,16499.0,True,False,False,Zoony Store,Smart Phones,Realme P1 Pro,256.0,12.0,5G,Dual-SIM,Red
btech,https://btech.com/en/p/apple-iphone-17-air-256gb-8gb-ram-5g-cloud-white,5/0/6/9/50698ca6c591cdc14bb7391f7022bea01df1dae2_iPhone_Air_Cloud_White_PDP_Image_Position_1__en_ME.jpg,Apple,3be702de-7622-44b4-a992-f66ad0dd3e0f,3cde8f71-ee53-4500-9fe8-7bc7e72bc28d,112859.0,112859.0,True,False,False, Salem Group ,Smart Phones,Apple iPhone Air,256.0,8.0,5G,Dual-SIM,Cloud White
btech,https://btech.com/en/p/95f43733-72b9-4355-b2c8-bb08b34bf4c1,b/1/2/8/b1280bd8129c811d2f3c8a1fda55b54f2e6c301e_imgi_21_S26_ultra_cobaltviolet_4_jzdj_1c.jpg,Samsung,95f43733-72b9-4355-b2c8-bb08b34bf4c1,30646fc8-23ba-46f9-b762-b09ea2af3a5a,95666.0,95666.0,True,False,False,B.TECH,Smart Phones,Samsung Galaxy S26 Ultra,1024.0,16.0,5G,Dual-SIM,Cobalt Violet
btech,https://btech.com/en/p/vivo-v60-256gb-12gb-ram-5g-dual-sim-gold-tws-3-earbuds-white,4/2/c/8/42c88435e7c5660a3a6c3a938e9d5cb4de324a11_imgi_2_505e7e25a85b4bad4bcf941b04f242d30f53c02dec639a416.jpg,Vivo,bef2fc13-318f-497c-a7fe-b0bf57559403,b927b853-bad2-48b3-af44-2f0d45d0c1c3,25246.0,25246.0,True,False,False,B.TECH,Smart Phones,Vivo V60,256.0,12.0,5G,Dual-SIM,Auspicious Gold
btech,https://btech.com/en/p/45e556b5-6346-4139-8dc0-e470209b9fdf,0/5/4/e/054ee9fa89de430e0f2eb60e97b3f31e385f3044_iPhone_17_Pro_Max_Cosmic_Orange_PDP_Image_Position_1__en_ME.jpg,Apple,45e556b5-6346-4139-8dc0-e470209b9fdf,b55c6c1e-f7ee-4adc-aa51-e92f5a964ed6,115555.0,115555.0,True,False,False,drmobile,Smart Phones,Apple iPhone 17 Pro Max,512.0,12.0,,eSIM,Cosmic Orange
btech,https://btech.com/en/p/realme-c75-128gb-8gb-4g-dual-sim-black,b/a/1/4/ba147dfcf39d7cb8aaa3ec2a9d5d9695758916cc_4cea77bb44bb4b12f179d634d914668c0f71b26ae7e5f8b18780bb2f4ba4bcb6.jpg,Realme,90870bfe-8381-419d-ab58-b63c511a7071,1802d8e4-efc7-4d6c-9a0c-6253fe502e7e,10299.0,10299.0,True,False,False,drmobile,Smart Phones,Realme C75,128.0,8.0,4G LTE,Dual-SIM,Black
btech,https://btech.com/en/p/d2353a1d-1441-4ddd-9bc5-35abefd96ee1,d/5/4/4/d544ba55dbe4685455cfced0b151048288ea4440_7edcd053024d3812482509a40e392de1226e995b_1ac56e811ce82636318528391bca7d6b3d8e0fc8_243531816591.jpg,Oppo,d2353a1d-1441-4ddd-9bc5-35abefd96ee1,b9e9832d-7807-4d71-8f29-864bdd457b26,41500.0,41500.0,True,False,False,King phone ,Smart Phones,Oppo Reno 15,256.0,12.0,5G,Dual-SIM,Aurora White
btech,https://btech.com/en/p/35b822f5-96a4-45e4-80e2-5fc1a443d525,f/c/1/e/fc1e3e80a9d081818b07de3b83e4aa39b901ba47_iPhone_17_Pro_Cosmic_Orange_PDP_Image_Position_1__en_ME.jpg,Apple,35b822f5-96a4-45e4-80e2-5fc1a443d525,39196841-4d61-4ecd-be34-dfdd4a3babab,95777.0,95777.0,True,False,False,drmobile,Smart Phones,Apple iPhone 17 Pro,256.0,12.0,,eSIM,Cosmic Orange
btech,https://btech.com/en/p/208af5c6-2d33-40ae-917a-f0a7d3b7b42e,c/5/6/7/c5674ba9cb2c19ddc209b0b0b77750c2654a00a1_iPhone_17_Pro_Silver_PDP_Image_Position_1__en_ME.jpg,Apple,208af5c6-2d33-40ae-917a-f0a7d3b7b42e,39196841-4d61-4ecd-be34-dfdd4a3babab,95777.0,95777.0,True,False,False,drmobile,Smart Phones,Apple iPhone 17 Pro,256.0,12.0,,eSIM,Silver
