source_site,product_url,image_url,brand,variant_id,product_id,price_egp,original_price_egp,in_stock,is_best_seller,is_new_arrival,seller_name,category_l3,model,storage_gb,ram_gb,network,sim_config,color
btech,https://btech.com/en/p/82f1a686-4373-43d5-b79c-19c02f8408ff,4/6/5/f/465f167c9f4e964a29f028dd5247bae5f1273df5_imgi_94_black_3_obasvupdqwwmzwwn_3.jpeg,Infinix,82f1a686-4373-43d5-b79c-19c02f8408ff,a6844b2a-ae27-4a09-8585-ce96917db568,6330.0,6330.0,True,True,False,Elhashim Store,Smart Phones,Infinix Smart 20,64.0,4.0,4G,Dual-SIM,Shadow Black
btech,https://btech.com/en/p/760705ec-59eb-4196-a844-687dfb44e8c6,f/a/2/f/fa2f1ca443cbc3f983f400ef43cc035773dd4ca6_s_l1600__2_.jpg,Infinix,760705ec-59eb-4196-a844-687dfb44e8c6,a6844b2a-ae27-4a09-8585-ce96917db568,6835.0,6835.0,True,True,False,Elhashim Store,Smart Phones,Infinix Smart 20,128.0,4.0,4G,Dual-SIM,Polaris Titanium
btech,https://btech.com/en/p/95ea8720-6e24-436b-bc06-a4cc2f09f5aa,b/c/2/f/bc2f1f5328bae6e875c5faa2e4ca991d3d707a43_ca4b7ddb1ac116223412c9c408fa44fa8c7f186e244901ed7b5f80e46374a77b.jpeg,Samsung,95ea8720-6e24-436b-bc06-a4cc2f09f5aa,c9a4d732-be6e-4ed4-bb9b-772d53e488f2,6798.0,6798.0,True,True,False,Remoz,Smart Phones,Samsung A07,64.0,4.0,4G LTE,Dual-SIM,Black
btech,https://btech.com/en/p/ba7338f2-0084-4d9b-b80b-3664df6ac7dc,9/e/f/d/9efdd1545183b914e0f1c33c54dddfe491a139f8_ca4b7ddb1ac116223412c9c408fa44fa8c7f186e244901ed7b5f80e46374a77b.jpeg,Samsung,ba7338f2-0084-4d9b-b80b-3664df6ac7dc,c9a4d732-be6e-4ed4-bb9b-772d53e488f2,8888.0,8888.0,True,True,False,Ehab Group,Smart Phones,Samsung A07,128.0,6.0,4G LTE,Dual-SIM,Black
btech,https://btech.com/en/p/012251d6-c872-47db-be03-c4e12687f205,a/9/8/9/a989cb00c239c01e0a04be611bcc20fa32ab30d5_imgi_94_black_3_obasvupdqwwmzwwn_3.jpeg,Infinix,012251d6-c872-47db-be03-c4e12687f205,a6844b2a-ae27-4a09-8585-ce96917db568,6830.0,6930.0,True,True,False,B.TECH,Smart Phones,Infinix Smart 20,128.0,4.0,4G,Dual-SIM,Shadow Black
btech,https://btech.com/en/p/xiaomi-redmi-15c-256gb-8gb-ram-4g-dual-sim-midnight-gray,6/d/c/7/6dc7cfcb868b1a0e2bb4dcada36a28bc4efeff6e_bb722adf1f341329739bedc57eaa21f76a72ae75b8e728772601618256710403.jpg,Xiaomi,fe57ee29-a064-483e-a97c-f1eba93ebb77,122229b5-28de-4c40-a2c2-9344d1d313e1,8949.0,9499.0,True,True,False,B.TECH,Smart Phones,Xiaomi Redmi 15C,256.0,8.0,4G LTE,Dual-SIM,Midnight Black
btech,https://btech.com/en/p/samsung-galaxy-a17-256gb-8gb-ram-4g-dual-sim-black,6/f/1/d/6f1d19227e64fce269518fe407947b6a800c3a74_imgi_2_4dabf6d9f656c40db2f76b1b42b683d95776831528fb89445d42a1443f9782e9.jpg,Samsung,b4490384-2bdd-4913-bb39-17294c83de03,112e49f8-cdc2-418b-bacb-c59d2b370ae3,13989.0,13989.0,True,True,False,Remoz,Smart Phones,Samsung Galaxy A17,256.0,8.0,4G LTE,Dual-SIM,Black
btech,https://btech.com/en/p/5b726b61-7507-404f-9447-4dc0305f67f2,c/0/0/0/c000a9bb278050711fdf62548af402e4f339d9e4_ca4b7ddb1ac116223412c9c408fa44fa8c7f186e244901ed7b5f80e46374a77b__1_.jpeg,Samsung,5b726b61-7507-404f-9447-4dc0305f67f2,c9a4d732-be6e-4ed4-bb9b-772d53e488f2,7899.0,7899.0,True,True,False,ISM Mobile Shop,Smart Phones,Samsung A07,128.0,4.0,4G LTE,Dual-SIM,Black
btech,https://btech.com/en/p/xiaomi-redmi-15c-256gb-8gb-ram-4g-dual-sim-moonlight-blue,7/7/9/3/7793bbc61c5d8475bc954db523f6194d2c655876_802659818cd2b91f7a0912fc46409ec240f5e04afe8ec0db19299bdfa723024b.jpg,Xiaomi,aa8a0954-213d-45f9-9b00-85f3e18929c4,122229b5-28de-4c40-a2c2-9344d1d313e1,9110.0,9110.0,True,True,False,Remoz,Smart Phones,Xiaomi Redmi 15C,256.0,8.0,4G LTE,Dual-SIM,Moonlight Blue
btech,https://btech.com/en/p/864d20c8-9b01-4aac-ab53-f6ce0ef7321b,b/9/3/d/b93d9fed02f444b84495b0a8fa81862870f57a05_Infinix_Smart_20_Sunlike_Orange_1.jpg,Infinix,864d20c8-9b01-4aac-ab53-f6ce0ef7321b,a6844b2a-ae27-4a09-8585-ce96917db568,7371.0,7371.0,True,True,False,Elhashim Store,Smart Phones,Infinix Smart 20,128.0,4.0,4G,Dual-SIM,Sunlike Orange
btech,https://btech.com/en/p/770d7133-3838-4581-8d7f-ee3563651467,f/0/4/8/f048d95222f9ca1e81dcd1718238380614ec3248_Infinix_Note_Edge_Dual_Sim_256GB8GB_Ram5G_7348_1_990x990.jpg,Infinix,770d7133-3838-4581-8d7f-ee3563651467,2203692e-60b4-443e-9178-fdf739a4eefe,15550.0,15550.0,True,True,False,Ehab Group,Smart Phones,Infinix Note Edge,256.0,8.0,5G,Dual-SIM,Lunar Titanium
btech,https://btech.com/en/p/a4e2507d-7968-47c2-acd6-ed429c18a3ff,9/4/b/6/94b66c25a07d39969bede6fed052469aac992cce_s_l1600__2_.jpg,Infinix,a4e2507d-7968-47c2-acd6-ed429c18a3ff,a6844b2a-ae27-4a09-8585-ce96917db568,6430.0,6530.0,True,True,False,B.TECH,Smart Phones,Infinix Smart 20,64.0,4.0,4G,Dual-SIM,Polaris Titanium
btech,https://btech.com/en/p/bc257ad2-64d7-4520-8cc0-0e46e3f1a221,f/3/4/a/f34a90935ec2fd97627d1dc4c135b3a7054a7cf4_33d058f64e63c2e8c69115416714f0f5e0e9fd569f1dd11d2c738f21af64ee99.jpeg,Samsung,bc257ad2-64d7-4520-8cc0-0e46e3f1a221,c9a4d732-be6e-4ed4-bb9b-772d53e488f2,6798.0,6798.0,True,True,False,Remoz,Smart Phones,Samsung A07,64.0,4.0,4G LTE,Dual-SIM,Green
btech,https://btech.com/en/p/59e86cf0-fb80-417e-b826-644d30b870e3,d/3/4/e/d34e7aac06749448e80915d6d110a153a2dfd8ee_Pre_Order_Oppo_Reno_15F_Dual_Sim_256GB_12GB_Ram5G__6990_1.jpg,Oppo,59e86cf0-fb80-417e-b826-644d30b870e3,7425bd7d-4075-452c-8bd3-8a0a081091b6,24820.0,24820.0,True,True,False,vxstore,Smart Phones,Oppo Reno 15 F,256.0,12.0,5G,Dual-SIM,Aurora Blue
btech,https://btech.com/en/p/samsung-galaxy-a17-256gb-8gb-ram-4g-dual-sim-grey,2/4/f/1/24f17bcdd619d37c51d606bae1d177d0bccb4a7e_imgi_2_92fdaddc53fe956bcc9f44a5c7e554ab63a535461ec0c2b35ee4acb9f5489191.jpg,Samsung,7fb6f29c-4734-4f9b-b42f-f1877c4464eb,112e49f8-cdc2-418b-bacb-c59d2b370ae3,13900.0,13900.0,True,True,False,VOOC,Smart Phones,Samsung Galaxy A17,256.0,8.0,4G LTE,Dual-SIM,Grey
btech,https://btech.com/en/p/c456423b-9527-4671-a15f-eea22419d8e7,0/5/4/1/054161a3097cfbea9caa69474ffbb4ed8f19d3fb_Infinix_Smart_20_Sunlike_Orange_1.jpg,Infinix,c456423b-9527-4671-a15f-eea22419d8e7,a6844b2a-ae27-4a09-8585-ce96917db568,6510.0,6510.0,True,True,False,First mobile,Smart Phones,Infinix Smart 20,64.0,4.0,4G,Dual-SIM,Sunlike Orange
btech,https://btech.com/en/p/samsung-galaxy-a17-256gb-8gb-ram-4g-dual-sim-light-blue,d/f/f/3/dff34a5a996e205edcfcd20b95c5e6e3c8507a11_imgi_2_0adbdeaa562cddcf005797b1dbee0eb4adf32e48ee85bc7a1776a4295fd0287c.jpg,Samsung,19a4d298-3ad6-4738-9703-0441cc441f84,112e49f8-cdc2-418b-bacb-c59d2b370ae3,13900.0,13900.0,True,True,False,VOOC,Smart Phones,Samsung Galaxy A17,256.0,8.0,4G LTE,Dual-SIM,Light Blue
btech,https://btech.com/en/p/cf073801-090e-4b05-a363-5948f5b4cf9b,9/8/9/9/9899e617786ed6992ab1071dc02c9f6a89fb5829_079a25716421d0042ae8c6773e1502252dcfc485d855d1aa9be2ac5dd6b9fa27__1_.jpeg,Samsung,cf073801-090e-4b05-a363-5948f5b4cf9b,c9a4d732-be6e-4ed4-bb9b-772d53e488f2,8999.0,8999.0,True,True,False,2B For Information Technology Systems,Smart Phones,Samsung A07,128.0,6.0,4G LTE,Dual-SIM,Light Violet
btech,https://btech.com/en/p/2b993523-4bbc-46ad-aa0d-f125482cdc96,3/0/4/4/304417e97960de707d0c3d7e773f929370521063_079a25716421d0042ae8c6773e1502252dcfc485d855d1aa9be2ac5dd6b9fa27.jpeg,Samsung,2b993523-4bbc-46ad-aa0d-f125482cdc96,c9a4d732-be6e-4ed4-bb9b-772d53e488f2,6799.0,6799.0,True,True,False,drmobile,Smart Phones,Samsung A07,64.0,4.0,4G LTE,Dual-SIM,Light Violet
btech,https://btech.com/en/p/164c65ea-e516-4da6-8dfe-31bae11464ed,8/5/8/1/858191f9f14cb3b99cc194e7d752d954c2a55723_Infinix_Note_Edge_Dual_Sim_256GB8GB_Ram5G_7349_1_990x990.jpg,Infinix,164c65ea-e516-4da6-8dfe-31bae11464ed,2203692e-60b4-443e-9178-fdf739a4eefe,15550.0,15550.0,True,True,False,Ehab Group,Smart Phones,Infinix Note Edge,256.0,8.0,5G,Dual-SIM,Shadow Black
btech,https://btech.com/en/p/10dcf0c4-5d75-415f-89ed-d145e4a634a6,2/1/4/b/214bfd7ab7a3bfd2fd77795dfd95bb0838c00236_ca4b7ddb1ac116223412c9c408fa44fa8c7f186e244901ed7b5f80e46374a77b__1_.jpeg,Samsung,10dcf0c4-5d75-415f-89ed-d145e4a634a6,c9a4d732-be6e-4ed4-bb9b-772d53e488f2,10777.0,10777.0,True,True,False,ISM Mobile Shop,Smart Phones,Samsung A07,256.0,8.0,4G LTE,Dual-SIM,Black
btech,https://btech.com/en/p/xiaomi-redmi-15c-256gb-8gb-ram-4g-dual-sim-twilight-orange,4/a/9/4/4a947a605f536c30c1fe5f803cd15fbc4fe41464_c421e3131c0fb1b30cd2f6fbea8fad478a44b671f39486a31c038211819c938f.jpg,Xiaomi,892b3922-fed0-4528-bbc3-ee7206ab06b7,122229b5-28de-4c40-a2c2-9344d1d313e1,9099.0,9099.0,True,True,False,Radio. Talaat ,Smart Phones,Xiaomi Redmi 15C,256.0,8.0,4G LTE,Dual-SIM,Twilight Orange
btech,https://btech.com/en/p/samsung-galaxy-a17-128gb-6gb-ram-4g-dual-sim-black,c/c/7/9/cc795150ceee69137fb010f83dcb599605cea605_imgi_2_4dabf6d9f656c40db2f76b1b42b683d95776831528fb89445d42a1443f9782e9.jpg,Samsung,dbe2773c-ab83-4ce4-8200-a7f70dc00146,112e49f8-cdc2-418b-bacb-c59d2b370ae3,10490.0,11390.0,True,True,False,B.TECH,Smart Phones,Samsung Galaxy A17,128.0,6.0,4G LTE,Dual-SIM,Black
btech,https://btech.com/en/p/xiaomi-redmi-15c-256gb-8gb-ram-4g-lte-dual-sim-mint-green,2/0/b/2/20b289a33bb5ef1ed03b3c676e7a73793faa64d6_88a32ac7f63f5795e004d711b993f4a9305d44b1ff9d5c6990879b5b1a0d4843.jpg,Xiaomi,f642aebf-7a69-4058-b865-d096befc6abc,122229b5-28de-4c40-a2c2-9344d1d313e1,8899.0,9499.0,True,True,False,B.TECH,Smart Phones,Xiaomi Redmi 15C,256.0,8.0,4G LTE,Dual-SIM,Mint Green
btech,https://btech.com/en/p/1425e2b9-2f5c-4de6-bbb0-01a64b655097,e/f/8/a/ef8a36b0501356531a0dc9b7ce3983f86fdec803_Xiaomi_Redmi_15_Dual_Sim_____256GB_8GB_Ram_4G__6440_1.jpg,Xiaomi,1425e2b9-2f5c-4de6-bbb0-01a64b655097,9b0046fe-22c4-4d0c-9caf-da39c5b2d8e4,10897.0,10897.0,True,True,False,Elhashim Store,Smart Phones,Xiaomi Redmi 15,256.0,8.0,4G,Dual-SIM,Midnight Black
btech,https://btech.com/en/p/samsung-galaxy-a17-128gb-6gb-ram-4g-dual-sim-light-blue,d/3/2/9/d329024545dcc904121b55a3ec57589c4e0521a0_imgi_2_0adbdeaa562cddcf005797b1dbee0eb4adf32e48ee85bc7a1776a4295fd0287c.jpg,Samsung,f04a2b0b-09c7-4dba-b58e-db076bd52c6d,112e49f8-cdc2-418b-bacb-c59d2b370ae3,10470.0,10470.0,True,True,False,Ehab Group,Smart Phones,Samsung Galaxy A17,128.0,6.0,4G LTE,Dual-SIM,Light Blue
btech,https://btech.com/en/p/74f9a554-2c3d-4793-badd-1128f26e0461,a/e/8/a/ae8a0aaea3c17985e73f1f8c202d8fe0d4eb7a6d_oppo_reno_15f_bluef.1_1.jpg,Oppo,74f9a554-2c3d-4793-badd-1128f26e0461,7425bd7d-4075-452c-8bd3-8a0a081091b6,22900.0,22900.0,True,True,False,vxstore,Smart Phones,Oppo Reno 15 F,256.0,8.0,5G,Dual-SIM,Aurora Blue
btech,https://btech.com/en/p/samsung-galaxy-a07-128gb-4gb-ram-4g-dual-sim-light-violet,a/c/1/9/ac196fd8766d976da1ef8da0f9530cda9226f5d1_079a25716421d0042ae8c6773e1502252dcfc485d855d1aa9be2ac5dd6b9fa27__2_.jpeg,Samsung,38a04e4a-8a16-4dd5-87db-2440f50f493d,c9a4d732-be6e-4ed4-bb9b-772d53e488f2,8033.0,8033.0,True,True,False,drmobile,Smart Phones,Samsung A07,128.0,4.0,4G LTE,Dual-SIM,Light Violet
btech,https://btech.com/en/p/e57502c5-5d83-42c7-a323-7ef313910be5,7/e/2/1/7e217183baa67d2ebd9d0da89a7a08b019dcedb3_33d058f64e63c2e8c69115416714f0f5e0e9fd569f1dd11d2c738f21af64ee99__1_.jpeg,Samsung,e57502c5-5d83-42c7-a323-7ef313910be5,c9a4d732-be6e-4ed4-bb9b-772d53e488f2,7980.0,7980.0,True,True,False,First mobile,Smart Phones,Samsung A07,128.0,4.0,4G LTE,Dual-SIM,Green
btech,https://btech.com/en/p/b1db89d0-3926-44ba-9a93-747f1be22534,d/8/a/c/d8ac853d2c7438395a5469d4c40c2d3ae166579a_HURurfiAQxIzdlk_removebg_preview.png,Xiaomi,b1db89d0-3926-44ba-9a93-747f1be22534,b25f7a0b-8e37-4240-9e2e-c1c711a7f0a6,8549.0,8549.0,True,True,False,drmobile,Smart Phones,Xiaomi POCO C85,256.0,8.0,4G,Dual-SIM,Black
btech,https://btech.com/en/p/ca1d9b59-801b-41bb-9960-e2d5decda501,f/7/b/0/f7b0df51da8e4b7df974be92522057964e9463d5_Designer__3_.png,Oppo,ca1d9b59-801b-41bb-9960-e2d5decda501,6cb1583f-fcbd-4497-bacf-390552d8875c,7990.0,7990.0,True,True,False,Elhashim Store,Smart Phones,Oppo A6x,64.0,4.0,4G,Dual-SIM,Purple Plum
btech,https://btech.com/en/p/samsung-galaxy-a17-128gb-6gb-ram-4g-dual-sim-grey,c/3/c/9/c3c9d656dbc3a76845fcfb2e2a712d3b9813db13_imgi_2_92fdaddc53fe956bcc9f44a5c7e554ab63a535461ec0c2b35ee4acb9f5489191.jpg,Samsung,2430e121-eeb1-4a3b-add2-aec8053917b7,112e49f8-cdc2-418b-bacb-c59d2b370ae3,10490.0,11390.0,True,True,False,B.TECH,Smart Phones,Samsung Galaxy A17,128.0,6.0,4G LTE,Dual-SIM,Grey
btech,https://btech.com/en/p/honor-x6c-256gb-6gb-4g-dual-sim-midnight-black,f/b/6/c/fb6ca01372660b0a6caf0b05a654dd9b01b16c2a_108c215b1c6ac9a46706a0ea7ac46eb23520431eb2d042f8f50fe5fdb9e44288.jpeg,Honor,a8e130c7-f672-4487-9026-7147f582700a,0e9e8009-eb7c-4918-aae3-dc7f22aa9e89,10029.0,10029.0,True,True,False,Remoz,Smart Phones,Honor X6c,256.0,6.0,4G LTE,Dual-SIM,Midnight Black
btech,https://btech.com/en/p/34856bec-f634-461c-a548-f180588a5921,3/2/d/5/32d5bda27ba93b3b6a7b10ff88fd22feb5410d6c_New_Project__3_.jpg,Honor,34856bec-f634-461c-a548-f180588a5921,54d0eb84-9d7f-4c45-9a16-b22885b1d8c1,13899.0,13899.0,True,True,False,Remoz,Smart Phones,Honor X7d,256.0,8.0,4G,Dual-SIM,Meteor Silver
btech,https://btech.com/en/p/51d699d4-89f2-43ea-a97a-1034f819d02f,f/f/8/a/ff8a5e85317da6dafc290af2bb07d66bd46523ea_711Tcnink2L._AC_SL1500_.jpeg,Samsung,51d699d4-89f2-43ea-a97a-1034f819d02f,d8396342-0ea6-4ddc-a7b2-c4eecba327ed,29500.0,29500.0,True,True,False,VOOC,Smart Phones,Samsung Galaxy A57,256.0,12.0,5G,Dual-SIM,Gray
btech,https://btech.com/en/p/137b3330-dbeb-4011-8a5d-9539a9bb6a27,0/6/4/d/064d0038d0f06f3a6ada3bb52fcccd483ca1ad0b_33d058f64e63c2e8c69115416714f0f5e0e9fd569f1dd11d2c738f21af64ee99.jpeg,Samsung,137b3330-dbeb-4011-8a5d-9539a9bb6a27,c9a4d732-be6e-4ed4-bb9b-772d53e488f2,8888.0,8888.0,True,True,False,Elhashim Store,Smart Phones,Samsung A07,128.0,6.0,4G LTE,Dual-SIM,Green
btech,https://btech.com/en/p/e9f8c516-502e-4438-8e9f-e872ca535256,7/4/7/1/7471d68ccd5d1bb3bdd3dc68806fc189e865c764_Designer__2_.png,Oppo,e9f8c516-502e-4438-8e9f-e872ca535256,6cb1583f-fcbd-4497-bacf-390552d8875c,7980.0,7980.0,True,True,False,Elhashim Store,Smart Phones,Oppo A6x,64.0,4.0,4G,Dual-SIM,Ice Blue
btech,https://btech.com/en/p/691dbeda-c68c-49cd-bf4a-9bd99718ab03,5/9/e/7/59e7561a2f416906ec01fcc8a12dc95986653384_oppo_reno_15f_bluek.1_1.jpg,Oppo,691dbeda-c68c-49cd-bf4a-9bd99718ab03,7425bd7d-4075-452c-8bd3-8a0a081091b6,22900.0,22900.0,True,True,False,vxstore,Smart Phones,Oppo Reno 15 F,256.0,8.0,5G,Dual-SIM,Twilight Blue
btech,https://btech.com/en/p/f8c4c4f6-f6af-41de-beed-36cd4c5d592b,d/6/0/3/d6036533320fd3b3b3f9dd8bf111607816d52f30_nokia_108_black.jpg,Nokia,f8c4c4f6-f6af-41de-beed-36cd4c5d592b,75659f2a-1f71-4363-9427-3b910f04f0d0,860.0,860.0,True,True,False,Jana_store,Feature Phones,Nokia 108 Dual-SIM,,,,,
btech,https://btech.com/en/p/nokia-6310-2021-dual-sim-black,3/1/f/4/31f4a5dd6339090ba4ac0d217fbee9dbd390d117_nokia_6310_2021___dual_sim___black_1_hn6xvprjlkgbqv97_1.jpg,Nokia,95cbfbd7-63b3-47f3-98b5-2db0ed24bff0,6ef798f8-597c-4afa-af72-89a80de6cc45,888.0,888.0,True,True,False,Jana_store,Feature Phones,Nokia 6310 2021 Dual-SIM,,,,,
btech,https://btech.com/en/p/nokia-5310-dual-sim-16mb-8mb-ram-4g-lte-black-red,f/e/9/b/fe9bc9b1b24f572bc2f05a2cb48ccbbb9699cce2_nokia_5310_16mb_8mb_bk_rd.jpg,Nokia,a0644c67-6f8c-43af-a4d5-f685f586879a,27bc15f6-0380-441a-89e5-c494dfe61157,999.0,999.0,True,True,False,Speed Tronix,Feature Phones,Nokia 5310 Dual-SIM,,,,,
btech,https://btech.com/en/p/nokia-106-4mb-ram-dual-sim-2g-lte-black,d/3/c/a/d3ca5ce1efbdc3cb809db27204db8a0b46bf3b82_36caf0cfdf2109994c677125bda04dfb3a8736df648c9c2cd66f8cada2e8b709.jpeg,Nokia,c2e7fbb6-f276-4284-b2e0-3005ee98b844,60f2cb7e-7137-439c-a861-ec06516dd9f4,485.0,485.0,True,True,False,Jana_store,Feature Phones,Nokia 106 (2018) Dual-SIM,,,,,
btech,https://btech.com/en/p/nokia-110-2023-dual-sim-2g-charcoal,c/a/1/2/ca12cecb155d23494dc993c293f20b148314b039_35cc9e901b440b99f5a385a63aeec2bd5ef17b83b14230626c269fcd7d053646.jpeg,Nokia,ed5193ac-a316-4ac8-b643-9d0e3b2b9bc8,0ea0e4ea-ed0b-4aa7-a9ea-ae150ea0e27c,1399.0,1399.0,True,True,False,ISM Mobile Shop,Feature Phones,Nokia 110 (2023) Dual-SIM,,,,,
btech,https://btech.com/en/p/nokia-105-2023-2g-cyan,f/1/8/9/f189aac350f7997366c2fb82093d2a59bae14d2d_02e350a85694fddf271c788a1c80f8f4094e0fd2d6f515129d9d375000dbc58b.jpeg,Nokia,fa6071f7-f1f0-4ca1-a531-faa256c39634,c15bdd5b-a4fc-495d-b49d-ed5205493546,1044.0,1044.0,True,True,False,drmobile,Feature Phones,Nokia 105 2023 Dual-SIM,,,,,
btech,https://btech.com/en/p/nokia-110-dual-sim-blue,a/6/f/f/a6ff53aa79b94e991ae1a3e0111f2b1bf792d4cd_nokia_110__blue_copy.jpg,Nokia,ab5af512-bd97-421d-b61b-d17ded8d19a1,d5cda198-4e5b-4f3d-99f8-fab17127b23d,865.0,865.0,True,True,False,Jana_store,Feature Phones,Nokia 110 (2019) Dual-SIM,,,,,
btech,https://btech.com/en/p/9c2b1122-7ddc-4beb-8460-3ed85cd648f9,b/9/0/2/b90246c26b5ef52c923d30ee5013d2a4362f32af_imgi_3_210_large.jpg,Nokia,9c2b1122-7ddc-4beb-8460-3ed85cd648f9,cdb1281a-3374-49bb-87d1-c020da5bb1c5,828.0,828.0,True,True,False,Jana_store,Feature Phones,Nokia 210 Dual-SIM,,,,,
btech,https://btech.com/en/p/8b130287-0d34-4403-a561-daee337c6c2a,4/a/a/f/4aafe0770cede6d7564b412fc78603d4e4438f4b_nokia_105_dual_sim_black_3.jpg,Nokia,8b130287-0d34-4403-a561-daee337c6c2a,21ca7629-cd53-4524-961e-bac7296ce405,499.0,499.0,True,True,False,Jana_store,Feature Phones,Nokia 105 Dual-SIM,,,,,
btech,https://btech.com/en/p/nokia-110-2023-dual-sim-2g-blue,0/2/c/d/02cd352cab50f2c62555080ab3b8c997c7498c04_884b41e41b34aac0cad1a1ab9285757c601165eccf1fce59f6e75ff4d3f79101.jpeg,Nokia,a3b7a150-4f50-4949-9250-374d32ca7ba6,0ea0e4ea-ed0b-4aa7-a9ea-ae150ea0e27c,1399.0,1399.0,True,True,False,ISM Mobile Shop,Feature Phones,Nokia 110 (2023) Dual-SIM,,,,,
btech,https://btech.com/en/p/samsung-music2-dual-sim-2g-blue-b310-no-warranty,6/5/0/a/650a61a061fd89273638c9fc6c8df55856e225be_cc53c464832fa9581f7187a2993d42c1af5c8888369d5d0f7d7cd4c61f777e42.jpeg,Samsung,6fcdd73e-3173-4577-b323-1676d949bd4b,0ee7c95a-3cf2-4430-adef-bb587ccb0b4d,863.0,863.0,True,True,False,Jana_store,Feature Phones,Samsung Guru Music 2 Dual-SIM,,,,,
btech,https://btech.com/en/p/nokia-210-dual-sim-black,e/8/4/2/e84200b88125623bc2197ec8ebbd2ddcc873d893_1.jpg,Nokia,9a7cb5a3-dc8a-4458-8199-26c774163e6f,cdb1281a-3374-49bb-87d1-c020da5bb1c5,856.0,856.0,True,True,False,Jana_store,Feature Phones,Nokia 210 Dual-SIM,,,,,
btech,https://btech.com/en/p/b0df9b9c-f130-4e7a-a88e-4c8b7049e978,1/a/e/d/1aedd292bc7f36dc6bcb51abc79061b49a936af7_gfdvcf_removebg_preview_5_removebg_preview.png,Digit,b0df9b9c-f130-4e7a-a88e-4c8b7049e978,2541ff06-1066-46a7-a4ac-68baa8ca4f97,2507.0,2507.0,True,True,False,yalla-tager,Feature Phones,Digit Z1 Dual-SIM,,,,,
btech,https://btech.com/en/p/nokia-106-4mb-grey,e/4/e/1/e4e1782cea58c7ab5d84696cbd704ff9fb17d264_1.jpg,Nokia,d89ed27b-6d57-4c89-a53f-0c28f9534f56,60f2cb7e-7137-439c-a861-ec06516dd9f4,575.0,575.0,True,True,False,Jana_store,Feature Phones,Nokia 106 (2018) Dual-SIM,,,,,
btech,https://btech.com/en/p/nokia-105-2023-2g-charcoal,f/5/4/8/f5487504c2f2dbeadd68fc6ef489b0c47ad1b985_5435e9c580c7abd5853b8a88e28db6f6aa6fd979db3ed1b373c9218423b49850.jpeg,Nokia,3ee26873-126d-44b6-adec-86de08b72ecf,9df6f2eb-45bb-41f0-898b-f1dca2a51619,863.0,863.0,True,True,False,Jana_store,Feature Phones,Nokia Dual-SIM,,,,,
btech,https://btech.com/en/p/best-offers-today/nokia-105-dual-sim-4mb-2g-black-571,4/2/f/3/42f374bc35e4350ddf429967e86290c34775a6a9_nokia_105_dual_sim_black_3.jpg,Nokia,4fc3ef62-83e3-410c-b497-67e9c4462282,2887dbe2-fccd-48c5-9339-a968fcf5e987,475.0,475.0,True,True,False,Jana_store,Feature Phones,Nokia 105 Dual-SIM,,,,,
btech,https://btech.com/en/p/nokia-125-ta-1655-dual-sim-green,a/7/a/f/a7af34fbe051eee60455d91382a94ad10ee24844_1_nokia_125_ta_1655_ds_nena2_green_1745843223.jpg,Nokia,6368e673-a444-4faa-a4e1-9c164b6867ba,818322d0-f970-4840-a2ba-bf0f71a00c25,1160.0,1160.0,True,True,False,drmobile,Feature Phones,Nokia 125 Dual-SIM,,,,,
btech,https://btech.com/en/p/nokia-230-dual-sim-gsm-dark-blue,c/0/8/1/c081ebb6c784a52a37b4dad7058065f82c414413_1.jpg,Nokia,d93eddbb-1810-436c-be75-68634047f8d6,006babd4-fdac-4c98-9651-44bc9c957318,4493.0,4493.0,True,True,False,iq shop ,Feature Phones,Nokia 230 Dual-SIM,,,,,
btech,https://btech.com/en/p/24a9a52f-3db6-48e6-b9d4-3afb96a91e00,c/d/0/a/cd0a5bcde97654a2934760f9ea37c5deaa63f3c9_nokia_125_black.jpg,Nokia,24a9a52f-3db6-48e6-b9d4-3afb96a91e00,bc8199e2-576d-4ee2-a56a-7718e507ba4e,1399.0,1399.0,True,True,True,2B For Information Technology Systems,Feature Phones,Nokia 125 Dual-SIM,,,,,
btech,https://btech.com/en/p/a20e20f1-35df-47c1-8d22-cf5c724b21a4,7/5/2/8/7528c1de06c4426afecddbf001924f2f31f3f663_imgi_226_nokia_105_black_front_back_int.png,Nokia,a20e20f1-35df-47c1-8d22-cf5c724b21a4,d6347f0b-1c87-4537-bb55-eefa34196ed8,485.0,485.0,True,True,False,Jana_store,Feature Phones,Nokia 105 2019 Dual-SIM,,,,,
btech,https://btech.com/en/p/nokia110-dual-sim-black,e/c/a/d/ecada009c2def8299aeca7d0c36d754bfe0b4379_3a70fefcfdf3a957819e3ca3cfe632f8f47826cda97ad5c02405e47f4916d5a4.jpeg,Nokia,db0cc886-9b94-4e11-ae98-73892390f386,d5cda198-4e5b-4f3d-99f8-fab17127b23d,864.0,864.0,True,True,False,Jana_store,Feature Phones,Nokia 110 (2019) Dual-SIM,,,,,
btech,https://btech.com/en/p/nokia-105-dual-sim-4mb-2g-black,a/6/c/e/a6ceda020fc3a17b25c9e0e16147dcacc3c6c91f_n49748677a_1.jpg,Nokia,cbf175cb-6204-4458-a8ee-013ecb58f226,610f5b57-8311-4e1e-9bd5-e63ae704ad4e,863.0,863.0,True,True,False,Jana_store,Feature Phones,Nokia 105 Dual-SIM,,,,,
